X,Y,aun,school_num,location_id,school_name,school_name_label,street_address,zip_code,phone_number,grade_level,grade_org,enrollment,type,type_specific,objectid
-8364051.42699843,4866110.83220068,126515001,7522,5680,"MUNOZ-MARIN, HON LUIS SCHOOL",HONORABLE LUIS MUNOZ-MARIN SCHOOL,3300 N 3RD ST,19140,(215) 400-3920,ELEMENTARY/MIDDLE,K-8,499,1,DISTRICT,200
-8372986.20240707,4860775.55348688,126515001,7022,1580,MYA-MIDDLE YEARS ALTERNATIVE,MIDDLE YEARS ALTERNATIVE SCHOOL,4725 FAIRMOUNT AVE,19139,(215) 400-7720,MIDDLE SCHOOL,5-8,128,1,DISTRICT,201
-8366086.08677665,4856747.08413949,126515001,3650,2590,"NEBINGER, GEORGE W. SCHOOL",GEORGE W. NEBINGER SCHOOL,601 CARPENTER ST,19147,(215) 400-8110,ELEMENTARY/MIDDLE,K-8,374,1,DISTRICT,202
-8367067.2622713,4860279.65874787,126515001,,8780,PHILADELPHIA VIRTUAL ACADEMY,PHILADELPHIA VIRTUAL ACADEMY,440 N BROAD ST,19130,(215) 400-3110,ELEMENTARY/MIDDLE/HIGH,K-12,921,1,DISTRICT,203
-8352033.65645882,4874630.70034247,126515001,3801,8410,"POLLOCK, ROBERT B. SCHOOL",ROBERT B. POLLOCK SCHOOL,2875 WELSH RD,19152,(215) 400-3210,ELEMENTARY/MIDDLE,K-8,845,1,DISTRICT,204
-8366196.0449677,4853906.66411627,126515001,3657,2690,"TAGGART, JOHN H. SCHOOL",JOHN H. TAGGART SCHOOL,400 W PORTER ST,19148,(215) 400-8290,ELEMENTARY/MIDDLE,K-8,484,1,DISTRICT,205
-8364339.53145761,4866969.85472871,126515001,3755,7440,"TAYLOR, BAYARD SCHOOL",BAYARD TAYLOR SCHOOL,3698 N RANDOLPH ST,19140,(215) 400-3880,ELEMENTARY SCHOOL,K-5,395,1,DISTRICT,206
-8363403.95492165,4866933.2474501,126515001,,5660,THE LINC,THE LINC,122 W ERIE AVE,19140,(215) 400-3940,HIGH SCHOOL,9-12,223,1,DISTRICT,207
-8365242.95296283,4863324.44344623,126515001,,5620,THE U SCHOOL,THE U SCHOOL,2000 N 7TH ST,19122,(215) 400-7460,HIGH SCHOOL,9-12,195,1,DISTRICT,208
-8373291.05050507,4859449.57718862,126515001,8328,8560,THE WORKSHOP SCHOOL,THE WORKSHOP SCHOOL,221 S HANSON ST,19139,(215) 400-7730,HIGH SCHOOL,9-12,214,1,DISTRICT,209
-8374827.79164685,4854525.66007651,126515001,3832,1130,TILDEN MIDDLE SCHOOL,WILLIAM T. TILDEN SCHOOL,6601 ELMWOOD AVE,19142,(215) 400-8170,MIDDLE SCHOOL,5-8,266,1,DISTRICT,210
-8367383.37630611,4857142.84860814,126515001,6996,2020,CREATIVE AND PERFORMING ARTS,HIGH SCHOOL FOR CREATIVE AND PERFORMING ARTS SCHOOL,901 S BROAD ST,19147,(215) 400-8140,HIGH SCHOOL,9-12,646,1,DISTRICT,211
-8371843.63984655,4861690.0800677,126513070,7557,3308,BELMONT ACADEMY CHARTER SCHOOL,BELMONT ACADEMY CHARTER SCHOOL,907 N 41ST ST,19104,(215) 386-5768,ELEMENTARY SCHOOL,PREK-K,240,2,CHARTER,212
-8350867.12064505,4881194.14798192,,,3322,PHILADELPHIA ACADEMY CHARTER SCHOOL (ANNEX),PHILADELPHIA ACADEMY CHARTER SCHOOL,1700 TOMLINSON RD,19116,(215) 673-3990,HIGH SCHOOL,9-12,,2,CHARTER,213
-8352103.46818496,4878780.35761779,126515001,3803,8400,"FRANK, ANNE SCHOOL",ANNE FRANK SCHOOL,2000 BOWLER ST,19115,(215) 400-3070,ELEMENTARY SCHOOL,K-5,1622,1,DISTRICT,214
-8358441.03141207,4869085.88312867,126515001,3850,7010,FRANKFORD HIGH SCHOOL,FRANKFORD HIGH SCHOOL,5000 OXFORD AVE,19124,(215) 400-7200,HIGH SCHOOL,9-12,911,1,DISTRICT,215
-8367079.39054615,4860864.59448858,126515001,6822,2290,FRANKLIN LEARNING CENTER,FRANKLIN LEARNING CENTER,616 N 15TH ST,19130,(215) 400-7570,HIGH SCHOOL,9-12,918,1,DISTRICT,216
-8366955.49192046,4860643.97291605,126515001,3851,2010,"FRANKLIN, BENJAMIN HIGH SCHOOL",BENJAMIN FRANKLIN HIGH SCHOOL,550 N BROAD ST,19130,(215) 400-7600,HIGH SCHOOL,9-12,570,1,DISTRICT,217
-8360571.66182844,4872112.66117936,126515001,7231,7280,"FRANKLIN, BENJAMIN SCHOOL",BENJAMIN FRANKLIN SCHOOL,5737 RISING SUN AVE,19120,(215) 400-3760,ELEMENTARY/MIDDLE,K-8,571,1,DISTRICT,218
-8365724.85498481,4854869.7579139,126515001,3818,2160,"FURNESS, HORACE HIGH SCHOOL",FURNESS HIGH SCHOOL,1900 S 3RD ST,19148,(215) 400-8300,HIGH SCHOOL,9-12,896,1,DISTRICT,219
-8369084.29708192,4863671.94516512,126515001,3625,4530,"GIDEON, EDWARD SCHOOL",EDWARD GIDEON SCHOOL,2817 W GLENWOOD AVE,19121,(215) 400-7360,ELEMENTARY/MIDDLE,K-8,205,1,DISTRICT,220
-8369328.4240552,4854589.55061291,126515001,7664,2410,GIRARD ACADEMIC MUSIC PROGRAM,GIRARD ACADEMIC MUSIC PROGRAM,2136 W RITNER ST,19145,(215) 400-8230,MIDDLE/HIGH,5-12,635,1,DISTRICT,221
-8368644.25987686,4854985.08814399,126515001,3776,2320,"GIRARD, STEPHEN SCHOOL",STEPHEN GIRARD SCHOOL,1800 SNYDER AVE,19145,(215) 400-8180,ELEMENTARY SCHOOL,K-4,297,1,DISTRICT,222
-8365128.20028115,4871568.36715476,126515001,3843,6050,"GIRLS, PHILA HIGH SCHOOL FOR",PHILADELPHIA HIGH SCHOOL FOR GIRLS,1400 W OLNEY AVE,19141,(215) 400-3700,HIGH SCHOOL,9-12,596,1,DISTRICT,223
-8375470.66159347,4864860.43810574,126515001,3668,4280,"GOMPERS, SAMUEL SCHOOL",SAMUEL GOMPERS SCHOOL,5701 WYNNEFIELD AVE,19131,(215) 400-7250,ELEMENTARY/MIDDLE,K-8,238,1,DISTRICT,224
-8369393.57922983,4867737.37880658,,,3327,LAB SCH OF COMMUNICAT'N & LANG (East Falls Campus),LABORATORY CHARTER SCHOOL OF COMMUNICATION AND LANGUAGES (EAST FALLS),3300 HENRY AVE,19129,(267) 817-4720,MIDDLE SCHOOL,6-8,,2,CHARTER,225
-8372235.87289622,4860694.75731088,226518062,,,OUR MOTHER OF SORROWS/ST IGNATIUS OF LOYOLA SCHOOL,OUR MOTHER OF SORROWS/ST IGNATIUS OF LOYOLA SCHOOL,617 N 43RD ST,19104,(215) 222-3626,ELEMENTARY/MIDDLE,K-8,,3,PRIVATE,226
-8347609.07784358,4877676.66941067,126515001,,8320,JOHN HANCOCK DEMONSTRATION MIDDLE SCHOOL- LABRUM CAMPUS,JOHN HANCOCK DEMONSTRATION MIDDLE SCHOOL- LABRUM CAMPUS,10800 HAWLEY RD,19154,(215) 400-3122,MIDDLE SCHOOL,6-8,,1,DISTRICT,227
-8367380.64851571,4863015.57548659,,,3374,ALLIANCE FOR PROGRESS CHARTER SCHOOL (ANNEX),ALLIANCE FOR PROGRESS CHARTER SCHOOL (ANNEX),1821 CECIL B MOORE AVE,19121,(215) 232-4892,MIDDLE SCHOOL,6-8,,2,CHARTER,228
-8366556.54755581,4858887.05266147,126511530,,,FREIRE CHARTER SCHOOL,FREIRE CHARTER SCHOOL,1026 MARKET ST,19107,(267) 670-7499,MIDDLE SCHOOL,5-8,,2,CHARTER,229
-8374463.42721816,4854688.8829995,,,3810,ONE BRIGHT RAY-ELMWOOD CAMPUS,ONE BRIGHT RAY - ELMWOOD CAMPUS,6404 ELMWOOD AVE,19142,(215) 488-1177,HIGH SCHOOL,9-12,124,1,CONTRACTED,230
-8364328.21061574,4865096.61125193,,,8190,ONE BRIGHT RAY-FAIRHILL CAMPUS,ONE BRIGHT RAY - FAIRHILL CAMPUS,2820 N 4TH ST,19133,(215) 423-1776,HIGH SCHOOL,9-12,262,1,CONTRACTED,231
-8360717.25461782,4866709.58444386,,,8890,ONE BRIGHT RAY-SIMPSON CAMPUS,ONE BRIGHT RAY - SIMPSON CAMPUS,1142 E ERIE AVE,19124,(215) 744-6000,HIGH SCHOOL,9-12,261,1,CONTRACTED,232
-8365889.04576494,4870426.77557381,126515001,3718,6300,"LOGAN, JAMES SCHOOL",JAMES LOGAN SCHOOL,1700 LINDLEY AVE,19141,(215) 400-3670,ELEMENTARY SCHOOL,K-5,231,1,DISTRICT,233
-8367538.91104916,4873991.37354468,300513890,,,GREEN TREE SCHOOL,GREEN TREE SCHOOL,1196 E WASHINGTON LN,19138,(215) 866-0200,SPECIAL CENTER,UNGRADED,,3,PRIVATE,234
-8367393.4450421,4856372.68412395,,,3369,CHRISTOPHER COLUMBUS CHARTER SCHOOL (ANNEX),CHRISTOPHER COLUMBUS CHARTER SCHOOL (SOUTH),1242 S 13TH ST,19147,(215) 389-6000,MIDDLE SCHOOL,5-8,,2,CHARTER,235
-8374836.62270303,4857329.33196155,126515001,6533,1350,"LONGSTRETH, WILLIAM C. SCHOOL",WILLIAM C. LONGSTRETH SCHOOL,5700 WILLOWS AVE,19143,(215) 400-7870,ELEMENTARY/MIDDLE,K-8,278,1,DISTRICT,236
-8372578.26170492,4869754.00774866,326514508,,,CB COMMUNITY SCHOOLS,CB COMMUNITY SCHOOLS,4101 FREELAND AVE,19128,(267) 766-3130,HIGH SCHOOL,9-12,,3,PRIVATE,237
-8368591.78800219,4861812.250341,226517510,,,CITY SCHOOL AT FAIRMOUNT,THE CITY SCHOOL AT FAIRMOUNT,860 N 24TH ST,19130,(215) 769-5363,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE,238
-8363020.71865876,4868191.49087229,326512995,,,COMMUNITY COUNCIL LEARNING ACADEMY,COMMUNITY COUNCIL LEARNING ACADEMY,4224 N FRONT ST,19140,(215) 845-2670,ELEMENTARY/MIDDLE/HIGH,1-12,,3,PRIVATE,239
-8373327.31821086,4871322.18901747,226514088,,,ROXBOROUGH CHRISTIAN SCHOOL,ROXBOROUGH CHRISTIAN SCHOOL,6301 RIDGE AVE,19128,(267) 804-5715,ELEMENTARY SCHOOL,PREK-4,,3,PRIVATE,240
-8373407.88010954,4869599.68500077,326510179,,,YALE SCHOOL OF PHILADELPHIA,YALE SCHOOL OF PHILADELPHIA,135 RECTOR ST,19127,(215) 839-0525,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE,241
-8366878.75656748,4857331.38460986,226518471,,,PHILLY AGILE LEARNING COMMUNITY SCHOOL,PHILLY AGILE LEARNING COMMUNITY SCHOOL,756 S 11TH ST,19147,(484) 816-7788,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE,242
-8364152.16362405,4868772.42773247,226513821,,,VOCATIO CAREER PREP HIGH SCHOOL,VOCATIO CAREER PREP HIGH SCHOOL,4455 N 6TH ST,19140,(267) 603-3093,HIGH SCHOOL,9-12,,3,PRIVATE,243
-8356190.58132202,4867075.9622983,126513450,7666,3331,FRANKLIN TOWNE CHARTER SCHOOL,FRANKLIN TOWNE CHARTER HIGH SCHOOL,5301 TACONY ST,19137,(215) 289-5000,HIGH SCHOOL,9-12,1292,2,CHARTER,244
-8357280.08489802,4865290.69684029,147513703,8123,3403,FRANKLIN TOWNE ELEMENTARY,FRANKLIN TOWNE CHARTER ELEMENTARY SCHOOL,4259 RICHMOND ST,19137,(215) 289-3389,ELEMENTARY/MIDDLE,K-8,963,2,CHARTER,245
-8368378.44334186,4859038.17107351,126513270,7586,3318,FREIRE CHARTER SCHOOL,FREIRE CHARTER SCHOOL,2027 CHESTNUT ST,19103,(215) 557-8555,HIGH SCHOOL,9-12,1020,2,CHARTER,246
-8374215.56327485,4859162.18937481,126518004,,3428,G.L.A. CHARTER @ HUEY,GLOBAL LEADERSHIP ACADEMY AT HUEY,5200 PINE ST,19143,(215) 471-2978,ELEMENTARY/MIDDLE,K-8,589,2,CHARTER,247
-8367510.76126762,4860543.13565021,,,8100,GATEWAY TO COLLEGE,GATEWAY TO COLLEGE - COMMUNITY COLLEGE OF PHILADELPHIA,1700 SPRING GARDEN ST RM M1-24,19130,(215) 751-8540,HIGH SCHOOL,9-12,88,1,CONTRACTED,248
-8372955.99175233,4862064.96256463,126513380,7639,3337,GLOBAL LEADERSHIP ACADEMY,GLOBAL LEADERSHIP ACADEMY CHARTER SCHOOL,4601 W GIRARD AVE,19131,(215) 477-6672,ELEMENTARY/MIDDLE,K-8,691,2,CHARTER,249
-8375010.18288546,4872206.57088856,126510005,7748,3365,GREEN WOODS CHARTER SCHOOL,GREEN WOODS CHARTER SCHOOL,468 DOMINO LN,19128,(215) 482-6337,ELEMENTARY/MIDDLE,K-8,703,2,CHARTER,250
-8377043.87885711,4862049.6204673,126512850,7511,3302,HARAMBEE INSTITUTE OF SCIENCE,HARAMBEE INSTITUTE OF SCIENCE AND TECHNOLOGY CHARTER SCHOOL,640 N 66TH ST,19151,(215) 472-8770,ELEMENTARY/MIDDLE,K-8,574,2,CHARTER,251
-8374169.77419802,4857453.85895945,126513290,7588,3323,MASTERY CHARTER AT HARDY WILLIAMS,MASTERY CHARTER SCHOOL AT HARDY WILLIAMS,5400 WARRINGTON AVE,19143,(215) 724-2343,ELEMENTARY/MIDDLE/HIGH,K-12,1251,2,CHARTER,252
-8361527.9140546,4863932.481839,126519392,8257,3423,MEMPHIS ST. CHARTER @ JP JONES,MEMPHIS STREET ACADEMY CHARTER SCHOOL AT J.P. JONES,2950 MEMPHIS ST,19134,(215) 291-4709,MIDDLE SCHOOL,5-8,492,2,CHARTER,253
-8365699.23568854,4867602.58354671,126513000,7546,3312,MULTI-CULTURAL ACADEMY,MULTICULTURAL ACADEMY CHARTER SCHOOL,3821 N BROAD ST,19140,(215) 457-6666,HIGH SCHOOL,9-12,255,2,CHARTER,254
-8351654.29395447,4871039.86587045,126513420,7649,3334,NEW FOUNDATIONS CHARTER SCHOOL,NEW FOUNDATIONS CHARTER SCHOOL,8001 TORRESDALE AVE,19136,(215) 624-8100,ELEMENTARY/MIDDLE,K-8,1529,2,CHARTER,255
-8356874.16148602,4874065.49727534,,,3850,NORTHEAST HIGH SCHOOL EOP,NORTHEAST HIGH SCHOOL EOP,1601 COTTMAN AVE,19111,(215) 400-3200,HIGH SCHOOL,9-12,177,1,DISTRICT,256
-8359506.74606957,4868901.37938692,126510019,7856,3386,NORTHWOOD CHARTER SCHOOL,NORTHWOOD ACADEMY CHARTER SCHOOL,4621 CASTOR AVE,19124,(215) 289-5606,ELEMENTARY/MIDDLE,K-8,796,2,CHARTER,257
-8365106.88532187,4859893.41118965,,,8070,OIC CADI,OIC CADI,444 N 3RD ST,19123,(215) 567-2410,HIGH SCHOOL,9-12,147,1,CONTRACTED,258
-8374709.15084681,4863851.05196611,126519433,8152,3408,MASTERY CHARTER @ MANN,MASTERY CHARTER SCHOOL AT MANN,5376 W BERKS ST,19131,(215) 581-5516,ELEMENTARY SCHOOL,K-6,574,2,CHARTER,259
-8366931.44691164,4872950.20959715,126518795,3721,3426,MASTERY CHARTER @ PASTORIUS,MASTERY CHARTER SCHOOL AT PASTORIUS,5650 SPRAGUE ST,19138,(215) 951-5689,ELEMENTARY/MIDDLE,K-8,645,2,CHARTER,260
-8369078.21327894,4870613.33149197,151514721,7961,3393,MASTERY CHARTER @ PICKETT,MASTERY CHARTER SCHOOL AT PICKETT,5700 WAYNE AVE,19144,(215) 866-9000,MIDDLE/HIGH,6-12,923,2,CHARTER,261
-8370635.16110826,4859828.53260992,126515001,3783,1390,"POWEL, SAMUEL SCHOOL",SAMUEL POWEL SCHOOL,3610 WARREN ST,19104,(215) 400-7740,ELEMENTARY SCHOOL,K-4,326,1,DISTRICT,262
-8365610.81049224,4872877.41559336,126515001,6765,7490,PRINCE HALL SCHOOL,PRINCE HALL SCHOOL,6101 N GRATZ ST,19141,(215) 400-3690,ELEMENTARY SCHOOL,K-5,328,1,DISTRICT,263
-8368921.93847304,4867229.07372039,126515001,7813,6090,RANDOLPH TECHNICAL HIGH SCHOOL,A. PHILIP RANDOLPH CAREER AND TECHNICAL HIGH SCHOOL,3101 HENRY AVE,19129,(215) 400-3840,HIGH SCHOOL,9-12,440,1,DISTRICT,264
-8355428.54168876,4874476.23143882,126515001,3771,8360,RHAWNHURST SCHOOL,RHAWNHURST SCHOOL,7809 CASTOR AVE,19152,(215) 400-3220,ELEMENTARY SCHOOL,K-5,603,1,DISTRICT,265
-8361438.8055928,4864844.76101527,126515001,3842,5060,"MASTBAUM, JULES E. HIGH SCHOOL",JULES E. MASTBAUM AREA VOCATIONAL TECHNICAL HIGH SCHOOL,3116 FRANKFORD AVE,19134,(215) 400-7220,HIGH SCHOOL,9-12,651,1,DISTRICT,266
-8367411.09847699,4860632.48446378,126515001,3808,2140,"MASTERMAN,JULIA R. HIGH SCHOOL",JULIA R. MASTERMAN SCHOOL,1699 SPRING GARDEN ST,19130,(215) 400-7580,MIDDLE/HIGH,5-12,1182,1,DISTRICT,267
-8354741.55992485,4871660.98209993,126515001,3769,8300,MAYFAIR SCHOOL,MAYFAIR SCHOOL,3001 PRINCETON AVE,19149,(215) 400-3280,ELEMENTARY/MIDDLE,K-8,1766,1,DISTRICT,268
-8365923.17425626,4857894.69417228,126515001,3648,2340,"MC CALL, GEN. GEORGE A. SCHOOL",GENERAL GEORGE A. MCCALL SCHOOL,325 S 7TH ST,19106,(215) 400-7840,ELEMENTARY/MIDDLE,K-8,628,1,DISTRICT,269
-8364276.47705843,4868148.15022537,126515001,6534,7380,"MC CLURE, ALEXANDER K. SCHOOL",ALEXANDER K. MCCLURE SCHOOL,600 W HUNTING PARK AVE,19140,(215) 400-3870,ELEMENTARY SCHOOL,K-5,411,1,DISTRICT,270
-8370642.97803809,4861082.55327711,126515001,3611,1360,"MC MICHAEL, MORTON SCHOOL",MORTON MCMICHAEL SCHOOL,3543 FAIRMOUNT AVE,19104,(215) 400-7750,ELEMENTARY/MIDDLE,K-8,270,1,DISTRICT,271
-8368409.32712664,4877779.8710427,126515001,3719,6310,"MCCLOSKEY, JOHN F. SCHOOL",JOHN F. MCCLOSKEY SCHOOL,8500 PICKERING ST,19150,(215) 400-3380,ELEMENTARY/MIDDLE,K-8,231,1,DISTRICT,272
-8372403.42710521,4861509.94969295,,,3040,EXCEL MIDDLE YEARS ACADEMY,EXCEL MIDDLE YEARS ACADEMY,4300 WESTMINSTER AVE,19104,(215) 436-0307,MIDDLE SCHOOL,6-8,30,1,CONTRACTED,273
-8358135.22461686,4866988.60591433,100510000,7744,3364,FIRST PHILADELPHIA CHARTER,FIRST PHILADELPHIA PREPARATORY CHARTER SCHOOL,4300 TACONY ST,19124,(215) 743-3100,ELEMENTARY/MIDDLE/HIGH,K-12,1886,2,CHARTER,274
-8366341.29337856,4859983.68965024,126510021,7857,3384,FOLK ARTS CULTURAL TREASURES,FOLK ARTS-CULTURAL TREASURES CHARTER SCHOOL,1023 CALLOWHILL ST,19123,(215) 569-2600,ELEMENTARY/MIDDLE,K-8,503,2,CHARTER,275
-8366951.96704524,4860625.19622589,126515001,,3210,FRANKLIN HIGH SCHOOL EOP,BEN FRANKLIN HIGH SCHOOL EOP,550 N BROAD ST,19130,(215) 400-7600,HIGH SCHOOL,9-12,176,1,DISTRICT,276
-8375212.45392384,4858507.32247643,126516457,8153,3407,MASTERY CHARTER @ HARRITY,MASTERY CHARTER SCHOOL AT HARRITY,5601 CHRISTIAN ST,19143,(215) 471-2908,ELEMENTARY/MIDDLE,K-8,740,2,CHARTER,277
-8365129.01042798,4866148.22384963,126513110,7565,3310,LAB SCH OF COMMUNICAT'N & LANG,LABORATORY CHARTER SCHOOL OF COMMUNICATION AND LANGUAGES,926 W SEDGLEY AVE,19140,(215) 574-1680,ELEMENTARY SCHOOL,K-5,450,2,CHARTER,278
-8362201.04237039,4863278.7984776,,,3240,LIGUORI ACADEMY-FORTIS,THE FORTIS PROGRAM,2343 E TUCKER ST ,19125,(267) 571-1952,HIGH SCHOOL,9-12,86,1,CONTRACTED,279
-8364373.28993171,4870217.24898449,126519476,8206,3419,LINDLEY ACADEMY CHARTER @ BIRNEY,LINDLEY ACADEMY CHARTER @ BIRNEY,900 LINDLEY AVE,19141,(215) 456-3000,ELEMENTARY/MIDDLE,K-8,748,2,CHARTER,280
-8359414.57066909,4866760.54117926,126513480,7672,3332,MARIANA BRACETTI ACADEMY,MARIANA BRACETTI ACADEMY CHARTER SCHOOL,1840 TORRESDALE AVE,19124,(215) 291-4436,ELEMENTARY/MIDDLE/HIGH,K-12,1518,2,CHARTER,281
-8364096.94011795,4865142.49480583,173515368,7985,3394,PAN AMERICAN ACADEMY CHARTER,PAN AMERICAN ACADEMY CHARTER SCHOOL,2830 N AMERICAN ST,19133,(215) 425-1212,ELEMENTARY/MIDDLE,K-8,762,2,CHARTER,282
-8351218.0862042,4870438.29362371,,,8540,PENNYPACK HOUSE SCHOOL,PENNYPACK HOUSE SCHOOL,7901 STATE RD,19136,(215) 685-7752,HIGH SCHOOL,9-12,77,1,DISTRICT,283
-8355376.40064298,4879863.75985019,126515001,4726,8430,"GREENBERG, JOSEPH SCHOOL",JOSEPH GREENBERG SCHOOL,600 SHARON LN,19115,(215) 400-3080,ELEMENTARY/MIDDLE,K-8,925,1,DISTRICT,284
-8368709.00325851,4859009.04807283,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",ALBERT M. GREENFIELD SCHOOL,2200 CHESTNUT ST,19103,(215) 400-7810,ELEMENTARY/MIDDLE,K-8,742,1,DISTRICT,285
-8363077.70704727,4863201.98146939,126515001,5120,5300,"HACKETT, HORATIO B. SCHOOL",HORATIO B. HACKETT SCHOOL,2161 E YORK ST,19125,(215) 400-7470,ELEMENTARY SCHOOL,K-5,366,1,DISTRICT,286
-8375182.33634449,4859468.76263544,126515001,5185,1290,"HAMILTON, ANDREW SCHOOL",ANDREW HAMILTON SCHOOL,5640 SPRUCE ST,19139,(215) 400-7650,ELEMENTARY/MIDDLE,K-8,348,1,DISTRICT,287
-8347758.76779112,4875737.47372756,126515001,5041,8770,HANCOCK DEMONSTRATION SCHOOL,JOHN HANCOCK DEMONSTRATION SCHOOL,3700 MORRELL AVE,19114,(215) 400-3120,ELEMENTARY/MIDDLE,K-5,895,1,DISTRICT,288
-8357261.88085519,4867819.51152609,126515001,7242,7110,"HARDING, WARREN G. MIDDLE SCHOOL",WARREN G. HARDING SCHOOL,2000 WAKELING ST,19124,(215) 400-3990,MIDDLE SCHOOL,6-8,570,1,DISTRICT,289
-8374631.53638303,4858296.47484229,126515001,6528,1300,"HARRINGTON, AVERY D. SCHOOL",AVERY D. HARRINGTON SCHOOL,5300 BALTIMORE AVE,19143,(215) 400-7920,ELEMENTARY/MIDDLE,K-8,272,1,DISTRICT,290
-8365100.66810905,4864379.6082738,126515001,5125,5320,"HARTRANFT, JOHN F. SCHOOL",JOHN F. HARTRANFT SCHOOL,720 W CUMBERLAND ST,19133,(215) 400-7090,ELEMENTARY/MIDDLE,K-8,310,1,DISTRICT,291
-8370845.85875575,4872666.60251414,126515001,3712,6250,"HENRY, CHARLES W. SCHOOL",CHARLES W. HENRY SCHOOL,601 CARPENTER LN,19119,(215) 400-3480,ELEMENTARY/MIDDLE,K-8,518,1,DISTRICT,292
-8374534.90219818,4862724.31421987,126515001,5187,4300,"HESTON, EDWARD SCHOOL",EDWARD HESTON SCHOOL,1621 N 54TH ST,19131,(215) 400-7290,ELEMENTARY/MIDDLE,K-8,215,1,DISTRICT,293
-8378628.14306265,4862394.4553104,126515001,7810,4320,"LAMBERTON,ROBERT E ELEMENTARY",ROBERT E. LAMBERTON SCHOOL,7501 WOODBINE AVE,19151,(215) 400-7530,ELEMENTARY/MIDDLE,K-8,327,1,DISTRICT,294
-8377097.42533924,4875000.83546522,126515001,7811,6540,LANKENAU HIGH SCHOOL,LANKENAU HIGH SCHOOL,201 SPRING LN,19128,(215) 400-3420,HIGH SCHOOL,9-12,228,1,DISTRICT,295
-8355526.9878138,4868943.24443518,126515001,3744,7330,"LAWTON, HENRY W. SCHOOL",HENRY W. LAWTON SCHOOL,6101 JACKSON ST,19135,(215) 400-3340,ELEMENTARY SCHOOL,K-5,541,1,DISTRICT,296
